,budget,popularity,revenue,runtime,market_share_genres,promedio_revenue_month,promedio_revenue_cast,promedio_revenue_crew,promedio_revenue_production_companies
1045,47969287.83723453,7.982,50605380.63882647,118.0,0.0666868417953571,182565449.76427466,259039468.33908033,47343029.79312344,50605380.63882647
1046,48409373.04675044,35.716,1111215154.0276806,127.0,0.0977695908327914,185691009.3341934,218520280.5450473,337727204.80413777,256678100.51166594
1047,44008520.951591305,11.901,33840908.893516175,110.0,0.0977695908327914,87242419.5314648,86440564.19168186,33840908.893516175,170820555.77923113
1048,44008520.951591305,36.845,116622580.52171697,105.0,0.0977695908327914,182565449.76427466,340115662.38746697,390791056.7827579,230629948.2552576
1049,4400852.095159131,27.94,12686692.803734934,85.0,0.0252568587389253,75051078.40614595,12686692.803734934,8114548.162043485,12686692.803734934
1050,24204686.52337522,24.554,106879093.98303466,96.0,0.0252568587389253,75051078.40614595,118214986.4551379,165392850.65597188,65348664.86929339
1051,20463962.24248996,30.974,85869978.3876829,110.0,0.0252568587389253,91910688.15824017,226523009.74717316,85869978.3876829,94496333.50067775
1052,770149.1166528478,5.579,2735118.575011162,87.0,0.0252568587389253,63076230.05666705,2735118.575011162,2735118.575011162,2735118.575011162
1053,9241789.399834177,39.258,12840029.492860517,88.0,0.0252568587389253,87242419.5314648,12840029.492860517,12840029.492860517,8071035.439889526
1054,23104473.499585435,13.048,25487295.06267492,89.0,0.0252568587389253,87242419.5314648,25487295.06267492,25487295.06267492,256678100.51166594
1055,25304899.547165003,4.954,736588.2185751643,82.0,0.0252568587389253,201237486.86604062,8552171.128234949,736588.2185751643,62226529.125847384
1056,28605538.61853435,43.606,78695167.99734679,84.0,0.0252568587389253,201237486.86604062,78695167.99734679,52258780.1286209,228308166.46423396
1057,39607668.85643218,6.766,6035575.011018561,105.0,0.0004677068145162,87242419.5314648,24575963.74894864,74668031.8476671,62094703.41011527
1058,30805964.66611392,56.773,1019691222.7188368,119.0,0.0790175803792309,118736550.8626721,140508676.34153736,235057654.6094077,170820555.77923113
1059,29705751.64232413,22.717,444411060.0892404,93.0,0.0455743300310365,118736550.8626721,444411060.0892404,243376223.68073672,147986262.88123566
1060,11442215.44741374,8.574,5412817.032310735,99.0,0.0455743300310365,106972830.34683679,5412817.032310735,50599659.62962697,5412817.032310735
1061,3300639.071369348,9.772,12606137.406559097,93.0,0.0455743300310365,63076230.05666705,12606137.406559097,12606137.406559097,19620289.837244805
1062,77014911.66528478,46.729,125689035.57322793,108.0,0.0455743300310365,201237486.86604062,161233690.88426757,76430517.08112499,152069085.1245968
1063,7701491.166528479,8.559,35921015.64481409,93.0,0.0760745763020062,203966349.12633517,35921015.64481409,35921015.64481409,256678100.51166594
1064,83616189.80802348,12.368,337807149.1872901,95.0,0.0760745763020062,232559979.0270753,241686682.76888058,75134142.69341017,256678100.51166594
1065,48409373.04675044,11.553,486961299.2875975,127.0,0.0760745763020062,185691009.3341934,245165613.78738952,277132687.4242823,299184168.6624369
1066,39607668.85643218,11.259,121023432.6168761,102.0,0.0760745763020062,63076230.05666705,102806963.87022199,80160194.81269489,94496333.50067775
1067,44008520.951591305,18.732,129825136.80719437,104.0,0.0100603672507395,91910688.15824017,79859877.76392528,91544643.11185908,94496333.50067775
1068,73885871.62699628,6.732,30795065.53945788,115.0,0.2800778998324224,75051078.40614595,161233690.88426757,78255131.23207574,256678100.51166594
1069,29554348.65079851,14.338,73449227.23592976,107.0,0.2800778998324224,75051078.40614595,73449227.23592976,249795579.7330388,344958027.02901816
1070,50664597.68708316,18.536,176338043.58684698,122.0,0.2800778998324224,75051078.40614595,218520280.5450473,62697980.67121911,230629948.2552576
1071,33776398.45805544,4.393,9308201.216266291,91.0,0.2800778998324224,92037411.31436121,51805235.5686008,17713034.321049787,51722347.556237474
1072,50664597.68708316,11.598,138473702.4005874,111.0,0.2800778998324224,118736550.8626721,290039389.59056157,232413019.86233753,138473702.4005874
1073,61219722.20522548,26.216,125626933.68806218,105.0,0.2800778998324224,118736550.8626721,271229972.15925556,302662064.6375614,151878788.0362284
1074,54886647.49434009,7.419,26292325.416914888,116.0,0.2800778998324224,106972830.34683679,44685599.8625387,26292325.416914888,92070623.27507772
1075,29554348.65079851,10.415,83751030.87666157,91.0,0.2800778998324224,106972830.34683679,90443787.08872548,67502543.18189627,51316061.680440634
1076,137216618.7358502,11.265,36347795.6726672,100.0,0.2800778998324224,203966349.12633517,271229972.15925556,19459272.636742312,124988558.47460964
1077,12666149.42177079,6.671,1835166.724346816,107.0,0.2800778998324224,232559979.0270753,21857003.186587915,1835166.724346816,1835166.724346816
1078,101329195.37416632,20.717,824342364.5032027,143.0,0.2800778998324224,232559979.0270753,212050934.39863268,221329180.67069426,94496333.50067775
1079,88663045.95239553,11.885,98593425.31645843,108.0,0.2800778998324224,232559979.0270753,241276591.54589283,304292970.48471826,344958027.02901816
1080,215324540.17010343,59.626,1097732949.8868015,137.0,0.2800778998324224,185691009.3341934,283466332.19542134,954818979.2995365,124988558.47460964
1081,54886647.49434009,18.303,382298512.1555847,84.0,0.2800778998324224,185691009.3341934,114973653.24652523,227335736.08264244,230629948.2552576
1082,21110249.036284648,20.54,18297696.780781988,90.0,0.2800778998324224,91910688.15824017,18297696.780781988,75868947.61952868,124988558.47460964
1083,16888199.22902772,22.141,4803757.496626079,79.0,0.2800778998324224,91910688.15824017,19896616.596036833,50599659.62962697,4803757.496626079
1084,48553572.78345469,16.631,15694891.737654043,98.0,0.2800778998324224,91910688.15824017,24575963.74894864,104334545.54110338,15694891.737654043
1085,31665373.554426976,4.598,2495807.745887536,111.0,0.2800778998324224,63076230.05666705,47480190.80290576,92078234.7178945,2495807.745887536
1086,23221273.93991312,7.309,16888199.22902772,88.0,0.2800778998324224,87242419.5314648,20923536.816059593,16888199.22902772,147986262.88123566
1087,25332298.84354158,11.09,23221273.93991312,103.0,0.2800778998324224,182565449.76427466,14783541.474461066,19727851.27487724,28111002.37777054
1088,147771743.25399256,32.15,635112397.3811418,142.0,0.057866444182304,106972830.34683679,337124131.77650523,744432167.5092729,293869101.1309079
1089,23221273.93991312,25.436,5927449.7197528,98.0,0.057866444182304,91910688.15824017,161291090.32591075,5927449.7197528,5927449.7197528
1090,23221273.93991312,6.437,17335635.17940158,101.0,0.057866444182304,63076230.05666705,17335635.17940158,93306253.58501557,26991497.27803873
1091,84440996.14513859,9.558,17901054.200614333,94.0,0.1916589131922642,92037411.31436121,99980497.39549367,17901054.200614333,17901054.200614333
1092,48553572.78345469,7.709,110801459.1128679,97.0,0.1916589131922642,92037411.31436121,386694148.6105727,114715237.06693012,228308166.46423396
1093,8444099.61451386,12.957,3787573.4387664446,99.0,0.1916589131922642,106972830.34683679,3787573.4387664446,144906643.75705874,3533918.897915433
1094,14329637.04583002,8.768,29297508.69487365,103.0,0.1916589131922642,106972830.34683679,15409101.340798233,14676255.724368844,147986262.88123566
1095,73885871.62699628,11.695,49741480.27312489,109.0,0.1916589131922642,106972830.34683679,257042049.32858786,223262904.6092892,49741480.27312489
1096,73885871.62699628,10.922,134493396.6101695,100.0,0.1916589131922642,203966349.12633517,207578558.04200542,125297109.63888955,170820555.77923113
1097,21110249.036284648,10.395,53189909.1170238,105.0,0.1916589131922642,232559979.0270753,53189909.1170238,126184541.87938163,46843435.03630691
1098,56997672.39796855,12.271,377944791.3920137,114.0,0.1916589131922642,232559979.0270753,503628559.147038,165392850.65597188,147986262.88123566
1099,48553572.78345469,22.314,183512262.50365785,85.0,0.1916589131922642,232559979.0270753,104275526.69046201,196689112.82462615,256678100.51166594
1100,31665373.554426976,15.394,69040436.16569786,90.0,0.1916589131922642,185691009.3341934,83156542.04673795,204258923.690481,188894555.2621834
1101,48553.57278345469,5.584,2592566.5723453467,97.0,0.1916589131922642,185691009.3341934,2592566.5723453467,41774886.368524194,68318329.19384612
1102,35887423.361683905,8.818,9719008.773537297,107.0,0.1916589131922642,185691009.3341934,9719008.773537297,435300411.2020534,299954500.27194315
1103,18999224.132656183,16.001,12991118.484410452,117.0,0.1916589131922642,91910688.15824017,30569103.694814436,82217363.5067486,101048102.99963905
1104,37998448.265312366,11.182,24609030.046184912,77.0,0.1916589131922642,91910688.15824017,24609030.046184912,71715830.17296371,83896208.4724125
1105,42220498.072569296,14.368,115749139.95434864,104.0,0.1916589131922642,91910688.15824017,290039389.59056157,110338423.61600359,304200174.6119193
1106,35908533.61072019,10.312,52653117.70452916,96.0,0.1916589131922642,91910688.15824017,36873719.63691617,29551552.40202509,228308166.46423396
1107,25332298.84354158,10.81,31495583.82142813,118.0,0.1916589131922642,91910688.15824017,31495583.82142813,87197020.72118658,53586756.53687837
1108,2955434.865079851,6.331,242985.2994823472,87.0,0.1916589131922642,91910688.15824017,242985.2994823472,270114.6233867452,242985.2994823472
1109,50664597.68708316,14.081,88442424.85074222,138.0,0.1916589131922642,63076230.05666705,96394721.97919124,87508698.18431804,124988558.47460964
1110,46442547.87982623,6.87,23223095.754404947,84.0,0.1916589131922642,87242419.5314648,49089686.99585698,163462261.41337478,76742907.94576794
1111,12666149.42177079,9.371,66174622.75187665,102.0,0.1916589131922642,201237486.86604062,66174622.75187665,124009514.41357312,228308166.46423396
1112,63330747.10885395,45.448,404266390.3912672,102.0,0.1916589131922642,201237486.86604062,404266390.3912672,381130157.9148673,124549832.76253371
1113,35887423.361683905,30.196,125584447.20085175,103.0,0.1916589131922642,201237486.86604062,125584447.20085175,184550414.72187397,173882999.32423982
1114,844409.961451386,6.01,321555.53537049505,105.0,0.1916589131922642,182565449.76427466,321555.53537049505,139201370.88779765,7060335.412920898
1115,7388587.162699628,11.667,4255425.110983296,128.0,0.1916589131922642,182565449.76427466,50921992.88436733,57736921.77690859,27577256.87021834
1116,42220498.072569296,15.284,188568946.11603743,105.0,0.1916589131922642,182565449.76427466,142519523.0852568,86325477.04924527,170820555.77923113
1117,40109473.16894084,12.297,575767100.6303959,119.0,0.0899341163567215,92037411.31436121,259919340.96872446,239881039.87853685,84238483.93330686
1118,16888199.22902772,3.88,21954658.99773604,115.0,0.0899341163567215,203966349.12633517,33936051.52858254,68016095.39543334,19620289.837244805
1119,158326867.77213487,15.349,321653877.4656306,137.0,0.0899341163567215,203966349.12633517,118210526.96236897,327975940.0983204,97272806.05864587
1120,1899922.4132656185,0.6,168881.9922902772,141.0,0.0899341163567215,201237486.86604062,168881.9922902772,168881.9922902772,168881.9922902772
1121,63330747.10885395,11.312,103680910.89320688,134.0,0.0899341163567215,182565449.76427466,145486482.66390884,226450250.31486824,146340185.99579343
1122,1055512.4518142324,8.746,7978871.946252218,71.0,0.0007012851488886,118736550.8626721,7978871.946252218,7978871.946252218,103363350.47429048
1123,40109473.16894084,14.353,369427257.6652023,99.0,0.1822167319598476,75051078.40614595,300067484.1682178,163047411.24568188,230629948.2552576
1124,5277562.259071162,15.308,13513379.712493423,104.0,0.1822167319598476,92037411.31436121,7781376.004677055,97731128.96024646,17085649.84830393
1125,8444099.61451386,3.652,546780.782338616,94.0,0.1822167319598476,118736550.8626721,2056642.2141636848,546780.782338616,228308166.46423396
1126,527756.2259071162,3.965,1286720.3433592364,85.0,0.1822167319598476,106972830.34683679,1286720.3433592364,3417366.355453722,1286720.3433592364
1127,33776398.45805544,21.002,95758200.6534908,130.0,0.1822167319598476,203966349.12633517,72038059.92113869,242089443.99570662,95758200.6534908
1128,422204.980725693,2.884,633307.4710885395,109.0,0.1822167319598476,232559979.0270753,2739044.526594885,530579.245031269,633307.4710885395
1129,29554348.65079851,10.334,68571750.63864407,132.0,0.1822167319598476,232559979.0270753,94057824.59135027,53605925.66854537,55040587.1471021
1130,37998448.265312366,9.017,173662777.613902,111.0,0.1822167319598476,232559979.0270753,300067484.1682178,179681060.44186392,230629948.2552576
1131,13721661.873585025,52.928,121392521.7189696,112.0,0.1822167319598476,185691009.3341934,59356627.697920494,133104758.25091876,173882999.32423982
1132,25332298.84354158,9.189,80474179.80385487,122.0,0.1822167319598476,185691009.3341934,99044825.55738494,80474179.80385487,170820555.77923113
1133,48553572.78345469,9.835,42741477.90853577,104.0,0.1822167319598476,185691009.3341934,18469194.238678064,42741477.90853577,228308166.46423396
1134,6386650.411914581,2.184,112944.05439393011,105.0,0.1822167319598476,91910688.15824017,112944.05439393011,112944.05439393011,3312896.4749078085
1135,21110249.036284648,11.493,52798624.31806156,99.0,0.1822167319598476,63076230.05666705,259919340.96872446,55260822.71864363,84238483.93330686
1136,15832686.777213488,4.536,13228992.992601115,112.0,0.1822167319598476,63076230.05666705,6754862.052947035,27824276.94647343,7677467.845878871
1137,37998.44826531237,2.329,1477717.4325399254,150.0,0.1822167319598476,63076230.05666705,1477717.4325399254,2950046.53002703,1477717.4325399254
1138,71774846.72336781,4.689,39338195.443225846,111.0,0.1822167319598476,63076230.05666705,102806963.87022199,39338195.443225846,170820555.77923113
1139,16888199.22902772,6.002,15431592.04552408,118.0,0.1822167319598476,63076230.05666705,131705856.95365396,16375896.498378534,27577256.87021834
1140,14777174.325399255,8.989,403469.6347059904,127.0,0.1822167319598476,63076230.05666705,403469.6347059904,42048195.51142991,403469.6347059904
1141,2612750.0814489387,11.548,6024444.980999817,99.0,0.1822167319598476,63076230.05666705,173039586.20689863,6024444.980999817,62094703.41011527
1142,61219722.20522548,15.743,48075499.52865447,118.0,0.1822167319598476,87242419.5314648,90595113.06251185,235057654.6094077,256678100.51166594
1143,101329195.37416632,8.248,32858868.92701708,106.0,0.1822167319598476,201237486.86604062,32858868.92701708,156050479.53465617,170820555.77923113
1144,84440996.14513859,9.996,48980937.10904486,138.0,0.1822167319598476,201237486.86604062,77378060.7398754,111091657.07003105,83501106.09992898
1145,75996896.53062473,3.1,2841234.750868262,189.0,0.1822167319598476,182565449.76427466,56772326.48410032,2841234.750868262,228308166.46423396
1146,84440996.14513859,23.222,433616121.6202068,189.0,0.1822167319598476,182565449.76427466,212050934.39863268,138697087.16320288,181890823.3499157
1147,63330747.10885395,8.92,157878483.97157928,132.0,0.1822167319598476,182565449.76427466,90280358.64423831,106978964.87493406,173882999.32423982
1148,23221273.93991312,14.428,252095429.56498075,130.0,0.1822167319598476,182565449.76427466,127742668.53430347,110901356.77774385,228308166.46423396
1149,63330747.10885395,14.336,32839821.14931164,109.0,0.0046166361227515,75051078.40614595,40571366.913076036,73574204.23254272,31030074.993049607
1150,27443323.74717005,10.611,7921464.735022946,95.0,0.0046166361227515,203966349.12633517,15658665.227155084,7921464.735022946,42002344.15163322
1151,37998448.265312366,7.867,11709489.933118768,96.0,0.0046166361227515,91910688.15824017,79117182.02201726,90206351.32107644,62094703.41011527
1152,18999224.132656183,6.839,55002.75386403965,94.0,0.0046166361227515,201237486.86604062,2235540.345373206,14676255.724368844,128192532.70466875
1153,2118571.8176589366,4.395,1490660.1262240715,90.0,0.0001310182461384,63076230.05666705,1490660.1262240715,1490660.1262240715,18080579.785805322
1154,27443323.74717005,46.304,43403210.32995167,90.0,0.0102903078047729,91910688.15824017,34378194.96887827,43403210.32995167,228308166.46423396
1155,23221273.93991312,36.424,73674769.13663343,89.0,0.0102903078047729,63076230.05666705,103504442.78796266,30489129.249183793,147986262.88123566
1156,80218946.33788167,13.182,72654918.22851619,140.0,0.0063858419449015,118736550.8626721,146915349.07376483,138697087.16320288,181890823.3499157
1157,16888199.22902772,8.552,39687268.18821514,104.0,0.0058610384743117,106972830.34683679,72275662.02827226,39687268.18821514,173882999.32423982
1158,2591074.0777384816,10.376,2696625.3229199047,100.0,0.0058610384743117,87242419.5314648,2696625.3229199047,2696625.3229199047,17085649.84830393
1159,46442547.87982623,7.154,24300073.107439272,98.0,0.0058610384743117,87242419.5314648,56772326.48410032,321680104.70308477,19620289.837244805
1160,12666149.42177079,80.018,23932659.77808725,83.0,0.088932287877997,118736550.8626721,20587147.177264165,23932659.77808725,299954500.27194315
1161,52775622.59071162,13.186,90777237.39337943,108.0,0.088932287877997,185691009.3341934,369587467.4101271,177676943.41084284,256678100.51166594
1162,52775622.59071162,91.482,897117229.0557181,84.0,0.088932287877997,87242419.5314648,516761349.9210352,598518473.5826942,344958027.02901816
1163,52775622.59071162,18.881,166046491.08304718,88.0,0.0325734824514413,118736550.8626721,166046491.08304718,88840448.93284884,77156820.45403583
1164,56997672.39796855,11.52,204558313.16159827,113.0,0.0325734824514413,182565449.76427466,268098557.32990736,182026650.45357612,256678100.51166594
1165,17943711.680841953,10.907,100535984.09970264,97.0,0.0487539964052368,118736550.8626721,94057824.59135027,100535984.09970264,100535984.09970264
1166,31665373.554426976,33.993,63547585.25387996,110.0,0.0487539964052368,185691009.3341934,85552033.29724245,58477278.56909446,63547585.25387996
1167,73885871.62699628,16.746,384839839.93146914,128.0,0.0487539964052368,201237486.86604062,111628952.30330655,153608274.20174003,228308166.46423396
1168,29554348.65079851,8.649,5775196.270628404,85.0,0.0487539964052368,182565449.76427466,86361874.5959712,78539959.89822832,84238483.93330686
1169,163917234.82598883,98.065,573710321.8909609,126.0,0.1157639174449604,232559979.0270753,277887383.46224904,390791056.7827579,304200174.6119193
1170,1844068.8917923744,22.714,41969825.72413826,95.0,0.1157639174449604,185691009.3341934,128606516.91418836,59415456.61681716,77156820.45403583
1171,34832412.40052263,8.358,82423744.86060578,97.0,0.1157639174449604,185691009.3341934,61935580.50430991,270974725.89352894,173882999.32423982
1172,14342758.047274023,18.7,34062935.72507899,86.0,0.1157639174449604,185691009.3341934,15658665.227155084,34062935.72507899,34062935.72507899
1173,20489654.353248604,8.557,29415929.24396722,95.0,0.1157639174449604,91910688.15824017,105871317.63260937,46350568.047190994,230629948.2552576
1174,81958617.41299441,23.052,154708889.10861623,112.0,0.1157639174449604,91910688.15824017,60412012.78061903,154352232.05532503,94496333.50067775
1175,450772.3957714693,14.984,4181774.5362632144,81.0,0.1157639174449604,63076230.05666705,4181774.5362632144,155838082.85077646,173882999.32423982
1176,59419997.62442096,4.796,11309406.098890604,126.0,0.1157639174449604,63076230.05666705,44160760.2164297,69046670.51871018,105527796.18404703
1177,16391723.482598884,11.026,13808266.972780615,95.0,0.1157639174449604,63076230.05666705,40571366.913076036,6370747.828954511,258087138.06258562
1178,71713790.23637012,23.191,320792460.25696164,103.0,0.1157639174449604,87242419.5314648,90443787.08872548,224875528.5316128,201841925.6396321
1179,96301375.46026844,14.914,14734927.982629769,154.0,0.1157639174449604,87242419.5314648,14734927.982629769,242089443.99570662,256678100.51166594
1180,30734481.52987291,22.477,90288999.88201924,84.0,0.1157639174449604,201237486.86604062,94057824.59135027,48215431.42994579,304200174.6119193
1181,28685516.094548047,7.786,27147839.24912697,101.0,0.1157639174449604,182565449.76427466,27712022.728768494,75134142.69341017,228308166.46423396
1182,81958617.41299441,7.256,93229560.33273312,106.0,0.0994195002748555,92037411.31436121,259039468.33908033,251853979.25718442,92070623.27507772
1183,71713790.23637012,25.849,659216778.2772871,118.0,0.0994195002748555,203966349.12633517,255324258.45244068,309749381.26248837,199886916.9293074
1184,122937926.11949164,13.739,282314325.70633096,140.0,0.0994195002748555,203966349.12633517,433601206.9470119,327975940.0983204,188894555.2621834
1185,81958617.41299441,15.036,120197336.49940372,89.0,0.0994195002748555,185691009.3341934,185530397.9208958,249795579.7330388,344958027.02901816
1186,49175170.44779665,9.519,46138802.42229243,100.0,0.0994195002748555,63076230.05666705,118210526.96236897,43022061.650844604,170820555.77923113
1187,61468963.05974582,24.922,28912109.13307519,102.0,0.0878805483738277,185691009.3341934,44685599.8625387,64949169.29720492,256678100.51166594
1188,57371032.18909609,74.811,1032781476.3989264,90.0,0.0878805483738277,201237486.86604062,1032781476.3989264,450405365.1231615,344958027.02901816
1189,40979308.70649721,16.704,375160086.1275116,95.0,0.2042228459903882,92037411.31436121,518142132.24321336,375160086.1275116,256678100.51166594
1190,22538619.788573463,19.737,131315227.84801996,120.0,0.2042228459903882,118736550.8626721,49089686.99585698,91357638.47665103,131315227.84801996
1191,24587585.223898325,9.351,4671944.43942511,101.0,0.2042228459903882,118736550.8626721,4671944.43942511,110591835.36583792,293869101.1309079
1192,16391723.482598884,14.459,44475050.68467039,124.0,0.2042228459903882,106972830.34683679,36887807.012409925,88265509.75402533,17085649.84830393
1193,81958617.41299441,11.148,143632477.01627272,117.0,0.2042228459903882,232559979.0270753,241686682.76888058,62906696.376515135,256678100.51166594
1194,81958617.41299441,15.902,271365123.6330396,128.0,0.2042228459903882,185691009.3341934,409139061.67783463,152068227.70861724,173882999.32423982
1195,112693098.94286732,20.189,305342258.93051434,104.0,0.2042228459903882,185691009.3341934,105978933.41711377,584279955.0678893,228308166.46423396
1196,51224135.88312151,7.795,21998514.54878727,87.0,0.2042228459903882,91910688.15824017,83156542.04673795,84457783.67038864,94496333.50067775
1197,34832412.40052263,9.523,9910102.036213327,98.0,0.2042228459903882,91910688.15824017,13946201.147483405,101186415.59099837,9910102.036213327
1198,6146896.305974581,11.804,69554639.63579524,94.0,0.2042228459903882,91910688.15824017,69554639.63579524,265944404.1173216,69554639.63579524
1199,67615.8593657204,10.299,421203.77557429625,96.0,0.2042228459903882,91910688.15824017,421203.77557429625,421203.77557429625,421203.77557429625
1200,26636550.659223188,3.226,7626066.992355387,89.0,0.2042228459903882,91910688.15824017,34223148.62367847,7872295.544370465,170820555.77923113
1201,51224135.88312151,10.746,72141724.86339946,96.0,0.2042228459903882,91910688.15824017,80372812.7999583,89610244.24071914,147986262.88123566
1202,20489654.353248604,15.2,103989784.27495904,101.0,0.2042228459903882,87242419.5314648,79859877.76392528,126184541.87938163,72073304.59724486
1203,36881377.83584749,46.664,735568039.109633,120.0,0.2042228459903882,201237486.86604062,401100748.24175733,638397495.0716822,230629948.2552576
1204,102448271.76624304,9.825,170064131.13196343,112.0,0.2042228459903882,182565449.76427466,241686682.76888058,91357638.47665103,92070623.27507772
1205,10244827.176624302,15.894,41280260.74963772,96.0,0.0282944314929278,75051078.40614595,38752652.672167554,26388072.55069092,256678100.51166594
1206,47126205.0124718,9.474,117075260.24973989,117.0,0.0282944314929278,232559979.0270753,118210526.96236897,60475175.862417065,230629948.2552576
1207,7592519.281282813,14.415,128160630.41896664,112.0,0.0282944314929278,63076230.05666705,128160630.41896664,104505242.65123367,27577256.87021834
1208,2458758.5223898324,24.266,5859528.90367027,99.0,0.0282944314929278,63076230.05666705,9221372.494798407,211518091.8229653,15156501.589241099
1209,25612067.94156076,12.825,21975621.457978383,100.0,0.0282944314929278,63076230.05666705,166375475.7351277,124159217.3679583,21975621.457978383
1210,2048965.4353248605,9.375,4137822.1787100607,96.0,0.0282944314929278,63076230.05666705,9221372.494798407,2201882.2595331357,4137822.1787100607
1211,40979308.70649721,8.266,23338697.762793683,124.0,0.0282944314929278,201237486.86604062,9408822.347694881,23338697.762793683,256678100.51166594
1212,23972895.593300868,12.274,180384120.5076517,110.0,0.1459109696337269,75051078.40614595,180384120.5076517,146387731.39412537,92070623.27507772
1213,71713790.23637012,12.632,9531740.07892624,114.0,0.1459109696337269,92037411.31436121,542642265.1865075,309749381.26248837,72417160.21572436
1214,36881377.83584749,3.683,13064160.587357167,100.0,0.1459109696337269,118736550.8626721,41603094.26342726,72096188.68796884,84238483.93330686
1215,16391723.482598884,8.527,53532985.94736667,142.0,0.1459109696337269,118736550.8626721,120255267.22548485,32825477.562578283,20613067.01114337
1216,18440688.917923745,3.301,1883585.2391780496,110.0,0.1459109696337269,118736550.8626721,44189666.85707222,2626756.7631798154,1883585.2391780496
1217,55322066.75377123,8.091,30086846.58404086,132.0,0.1459109696337269,106972830.34683679,218520280.5450473,41203485.22094294,124988558.47460964
1218,4097930.870649721,16.344,44553116.26775627,105.0,0.1459109696337269,106972830.34683679,30575900.676276453,69456244.71113288,44553116.26775627
1219,20489654.353248604,21.148,8525439.88053688,135.0,0.1459109696337269,232559979.0270753,8525439.88053688,35851700.71554757,147986262.88123566
1220,92203444.58961871,19.097,364821547.46773726,117.0,0.1459109696337269,232559979.0270753,369587467.4101271,216138344.11320263,256678100.51166594
1221,297099.9881221048,1.262,706893.0751870769,104.0,0.1459109696337269,63076230.05666705,562318.9493678752,706893.0751870769,1111826.2740818418
1222,266365.50659223186,2.019,1638504.3855279726,105.0,0.1459109696337269,63076230.05666705,1638504.3855279726,1638504.3855279726,1638504.3855279726
1223,24587585.223898325,17.564,89007660.90634993,123.0,0.1459109696337269,87242419.5314648,54254307.74541044,118826239.20252003,173882999.32423982
1224,12293792.611949164,17.933,52847551.68718375,100.0,0.1459109696337269,87242419.5314648,78371768.6395385,52847551.68718375,62960872.55369046
1225,69664824.80104525,15.025,98698476.51477848,202.0,0.1459109696337269,201237486.86604062,131705856.95365396,53605925.66854537,55040587.1471021
1226,10244827.176624302,4.141,9864987.915258344,135.0,0.1459109696337269,182565449.76427466,9864987.915258344,10351409.292334879,9864987.915258344
1227,8195861.741299442,10.4,11018604.63051669,90.0,0.1459109696337269,182565449.76427466,9618524.82339559,7011936.461599808,11018604.63051669
1228,81958617.41299441,31.031,498390717.20426655,138.0,0.1459109696337269,182565449.76427466,433601206.9470119,124015487.33190753,498390717.20426655
1229,63517928.49507067,16.881,19451359.55958665,143.0,0.1459109696337269,182565449.76427466,1020247423.7893753,121752395.23555093,19451359.55958665
1230,63517928.49507067,16.614,274756538.4381423,156.0,0.1459109696337269,182565449.76427466,166375475.7351277,301431898.5632264,228308166.46423396
1231,30734481.52987291,9.846,5545221.703822307,121.0,0.0109252750649115,106972830.34683679,319397803.0228349,140636757.77382195,344958027.02901816
1232,49175170.44779665,12.368,67023491.16457537,76.0,0.0109252750649115,106972830.34683679,67023491.16457537,67023491.16457537,67023491.16457537
1233,13318275.329611594,17.269,59420614.363016985,84.0,0.0109252750649115,91910688.15824017,41153106.03600672,274138075.48878783,170820555.77923113
1234,30734481.52987291,18.736,62544184.3084832,91.0,0.0088239522622683,106972830.34683679,62544184.3084832,35907439.870422274,173882999.32423982
1235,22538619.788573463,23.369,44058854.58062003,81.0,0.0088239522622683,87242419.5314648,32968871.17563953,377395150.0945396,68510689.86935869
1236,81958617.41299441,3.866,16906159.28341133,120.0,0.0013993892107551,91910688.15824017,16906159.28341133,404844357.37326854,304200174.6119193
1237,1844068.8917923744,18.744,14303799.018486757,92.0,0.0134751154647412,75051078.40614595,14303799.018486757,14303799.018486757,14303799.018486757
1238,14342758.047274023,12.198,11127566.56340183,90.0,0.0134751154647412,203966349.12633517,9138451.810927253,11127566.56340183,11127566.56340183
1239,24587585.223898325,8.444,76160162.02205488,92.0,0.0134751154647412,91910688.15824017,70966937.23052807,131109241.65721104,197603838.1838236
1240,6146896.305974581,16.19,497126.1408148236,103.0,0.0134751154647412,91910688.15824017,497126.1408148236,707206676.2196243,59925145.84688685
1241,16391723.482598884,24.281,35021845.40191472,100.0,0.0134751154647412,91910688.15824017,17522953.335587617,59005456.292929165,256678100.51166594
1242,10244827.176624302,15.926,25683701.82214515,93.0,0.0134751154647412,63076230.05666705,25683701.82214515,11805181.123529464,87245141.19661456
1243,63517928.49507067,16.37,474550946.9932296,100.0,0.0439074145179792,203966349.12633517,138484128.44190344,264878874.91781646,170820555.77923113
1244,24587585.223898325,15.133,55898864.86657323,85.0,0.0439074145179792,182565449.76427466,45068680.237086594,59410261.95851454,344958027.02901816
1245,18440688.917923745,10.133,1892051.564356812,116.0,0.0001566125399014,75051078.40614595,40571366.913076036,1892051.564356812,1892051.564356812
1246,81958617.41299441,37.357,442295194.68417627,128.0,0.0366105105857614,201237486.86604062,123418908.19862151,262359849.93663368,105527796.18404703
1247,61468963.05974582,8.226,35096782.21478085,110.0,0.0378823017335515,75051078.40614595,79859877.76392528,91544643.11185908,94496333.50067775
1248,81958617.41299441,8.371,29419113.33625372,99.0,0.0378823017335515,92037411.31436121,99980497.39549367,65371923.23374707,29419113.33625372
